# ACOLHE BOM line: banheira_lisa (baby bathtub). Observed SP wholesale catalogue prices.
# Measured 2026-09-19. Every row below was fetched from the seller URL in the row. No inferred capacities.
#
# ===== HEADLINE =====
# CHEAPEST CONFORMING (20-25 L, capacity stated by seller, rigid, SP): R$ 17.89
#   "Banheira de 20 Litros Adoleta" (Cajovil/Adoleta ref 362) -- Yanai Atacado, Sao Paulo/SP
#   https://yanaiatacado.com.br/products/banheira-de-20-litros-adoleta-1
#   Corroborated: SAME manufacturer ref 362 at Brascol R$18.05 and at Emilio R$18.90. Three SP sellers, 5.6% spread.
#
# ===== CORRECTIONS TO THE HANDOFF =====
# 1. The R$29.71 Monte Libano BM2123 24L claim is REAL and VERIFIED at emilio.com.br (VTEX API, Price=29.71,
#    description states "capacidade de 24 litros"). SECOND SOURCE FOUND: Brascol lists the identical ref BM2123
#    (sku "1900 1903 BM2123") at R$31.38. So R$29.71 is NOT a single-seller artefact; Emilio is 5.3% cheaper.
# 2. BUT R$29.71 IS NOT THE CHEAPEST CONFORMING ITEM, not even at Emilio. Emilio itself lists
#    "BANHEIRA ADOLETA - 20 LITROS # 0362 - CAJOVIL" at R$18.90 -- 36.4% cheaper, capacity stated in the
#    product name, in stock (AvailableQuantity 100). data/cost_table.csv currently banks R$29.71 as
#    "cheapest R$29.71, median R$40.42". The median R$40.42 is right for that 40-SKU set; the minimum is wrong.
#    The min of that same set is R$18.90. DO NOT BANK R$29.71 AS A FLOOR.
# 3. "Only 1 of 75 Emilio banheiras states a capacity" was already retracted by the coordinator. Confirmed:
#    42 banheira products / 79 SKUs at Emilio, 35 products state a capacity.
# 4. The 17.2 L Plasutil Sensitive at R$22.90 is not merely non-conforming -- it is also NOT the cheapest
#    item on that page. R$18.90 beat it. The original measurement was wrong on both spec and price.
#
# ===== SUPPLIER UF (resolved at https://publica.cnpj.ws/cnpj/{cnpj14}) =====
# 50.191.584/0001-06 CONFECCOES EMILIO LTDA .......... SP (Sao Paulo)        -- no ICMS penalty
# 18.483.322/0001-02 ONESHOP DISTRIBUIDORA LTDA ...... SP (Sao Paulo, Bras)  -- trades as BRASCOL; no penalty
# 44.040.459/0001-94 COMERCIO DE ROUPAS YANAI LTDA ... SP (Sao Paulo)        -- trades as Yanai Atacado; no penalty
# 43.214.055/0001-07 MARTINS COM E SERV DE DISTRIB SA . MG (Uberlandia)      -- FLAGGED: non-SP, must beat SP by ~6 pts
# LAR & CIA (lareciautilidades.com.br) .............. CNPJ NOT PUBLISHED on site; UF UNRESOLVED.
#   Site publishes a street address in Bertioga-SP but per the trading-name rule that is NOT a resolved UF.
#   Treated as distribution evidence only, never as a sourcing candidate. Also retail, not atacado.
#
# ===== CAPACITY DISTRIBUTION (observed listings, 4 sellers, price-bearing rows) =====
# Price-bearing banheira rows: 95. Of these 74 state a capacity (78%); 21 do not.
# band                        n   cheapest   median    dearest
# <20 L (NON-CONFORMING)       9   R$  22.90  R$  41.58  R$   50.33
# 20-25 L (CONFORMING)        45   R$  17.89  R$  40.42  R$  279.48
# 26-30 L                     10   R$  39.09  R$  51.44  R$   62.36
# 31-35 L                     10   R$  40.99  R$  50.04  R$  144.83
#
# per stated capacity:
#  17.2 L  n=4   cheapest R$  22.90  median R$  41.58  dearest R$   42.39
#  17.5 L  n=2   cheapest R$  50.33  median R$  50.33  dearest R$   50.33
#  19.0 L  n=3   cheapest R$  39.60  median R$  39.60  dearest R$   39.61
#  20.0 L  n=10  cheapest R$  17.89  median R$  18.48  dearest R$   24.96
#  21.0 L  n=5   cheapest R$  41.99  median R$  49.53  dearest R$   51.51
#  22.0 L  n=12  cheapest R$  23.65  median R$  40.27  dearest R$   53.60
#  24.0 L  n=14  cheapest R$  29.71  median R$  44.63  dearest R$   65.05
#  25.0 L  n=4   cheapest R$  51.95  median R$  61.89  dearest R$  279.48
#  28.0 L  n=10  cheapest R$  39.09  median R$  51.44  dearest R$   62.36
#  32.0 L  n=4   cheapest R$  40.99  median R$  44.55  dearest R$   44.55
#  33.0 L  n=1   cheapest R$ 144.83  median R$ 144.83  dearest R$  144.83
#  34.0 L  n=5   cheapest R$  49.66  median R$  50.42  dearest R$   60.10
#
# 20-25 L band, SP-only: n=44, cheapest R$17.89, median R$41.20
# NOTE the band is dominated by the 20 L step: the 20 L tubs are R$17.89-R$24.96 while 22-25 L runs R$23.65-R$62.99.
# If the edital says "no minimo 20 litros" the R$17.89 tub conforms. If it says "20 a 25 L" it also conforms.
# If a specific municipality demands >=22 L, the floor rises to R$23.65 (Plastibaby 22L, Brascol).
# If it demands exactly 24 L, the floor is R$29.71 (Monte Libano BM2123/BM2132/BM2141, Emilio).
#
# ===== DIMENSIONS (freight is dimensional-weight rated -- only 4 listings state cm) =====
# Lar & Cia   22 L Plastibaby : C68 x L42 x P18 cm   (structured spec table, capacity AND all 3 dims)
# Brascol     22 L Plastibaby : A19 x L39 x C66 cm   (in description)
# Emilio      24 L Plasutil 7096 Ergonomica Decora: 52x25x74 cm (in description)
# Emilio      21 L Plasutil 13391: A21,4 x L48,1 x P76,3 cm ; 21 L Plasutil 13356: 73,8 x 51,5 x 25,3 cm
# Emilio      19 L Plasutil Trama Baby: 70,5 x 44,0 x 22,0 cm (BELOW BAND, reference only)
# NO SELLER STATES DIMENSIONS FOR ANY 20 L OR 24 L TUB. Dimensional weight for the winning R$17.89
# 20 L Adoleta is UNVERIFIED. Working envelope from the two 22 L tubs: ~66-68 x 39-42 x 18-19 cm.
# Actual (not dimensional) shipping weights, from Yanai Shopify variant grams -- observed, not inferred:
#   20 L Adoleta 513 g | 22 L Adoleta 585 g | 24 L Adoleta Urso 869 g | 25 L Adoleta Carinho 825 g | 28 L 690 g | 34 L 885 g
# At ~0,5-0,9 kg actual vs a ~0,047 m3 box, this line WILL be cubed. Freight is the real risk, not unit cost.
#
# ===== CERTIFICATION =====
# Portaria Inmetro 563/2016 covers INFLATABLE baby baths only. Every row below is a rigid moulded tub.
# Checked: no listing below claims Inmetro certification, a certificate number, or an INMETRO seal.
# One inflatable was found and EXCLUDED from the bands: BANHEIRA INFLAVEL BALEIA FELIZ #11979 BUBA, R$99.00,
# no capacity stated. Certification cost for this BOM line = R$0.00.
#
# is_inference is FALSE on every row: capacity is the seller's own stated figure, copied verbatim.
# Rows with capacity_litres=UNKNOWN are recorded but excluded from all band statistics.
bom_line,sku,cost_per_bom_unit,basis,capacity_litres,listed_price,supplier,supplier_cnpj,supplier_uf,product_ref,url,verified_at,is_inference,spec_risk,notes
banheira_lisa,CAJ. 362-3,17.89,unit,20,17.89,COMERCIO DE ROUPAS YANAI LTDA (Yanai Atacado),44040459000194,SP,Banheira de 20 Litros Adoleta,https://yanaiatacado.com.br/products/banheira-de-20-litros-adoleta-1,2026-09-19,FALSE,FREIGHT_DIMS_UNKNOWN,"WINNER: cheapest conforming 20-25L observed. Publicly priced without login (og:price:amount 17,89). ship weight 513 g (seller-stated)"
banheira_lisa,1900 1903 362.36,18.05,unit,20,18.05,ONESHOP DISTRIBUIDORA LTDA (Brascol),18483322000102,SP,Banheira Bebê Adoleta 20 Litros,https://brascol.com.br/banheira-bebe-adoleta-20-litros-1900-1903-36236/p,2026-09-19,FALSE,FREIGHT_DIMS_UNKNOWN,
banheira_lisa,1900 1903 362.014,18.05,unit,20,18.05,ONESHOP DISTRIBUIDORA LTDA (Brascol),18483322000102,SP,Banheira Bebê Adoleta 20 Litros,https://brascol.com.br/banheira-bebe-adoleta-20-litros-1900-1903-362014/p,2026-09-19,FALSE,FREIGHT_DIMS_UNKNOWN,
banheira_lisa,1900 1903 362.016,18.05,unit,20,18.05,ONESHOP DISTRIBUIDORA LTDA (Brascol),18483322000102,SP,Banheira Bebê Adoleta 20 Litros,https://brascol.com.br/banheira-bebe-adoleta-20-litros-1638262953/p,2026-09-19,FALSE,FREIGHT_DIMS_UNKNOWN,
banheira_lisa,1900 1903 362.012,18.05,unit,20,18.05,ONESHOP DISTRIBUIDORA LTDA (Brascol),18483322000102,SP,Banheira Bebê Adoleta 20 Litros,https://brascol.com.br/banheira-bebe-adoleta-20-litros-1925875765/p,2026-09-19,FALSE,FREIGHT_DIMS_UNKNOWN,
banheira_lisa,00005666,18.90,unit,20,18.90,CONFECCOES EMILIO LTDA,50191584000106,SP,BANHEIRA ADOLETA - 20 LITROS # 0362 - CAJOVIL,https://www.emilio.com.br/banheira-adoleta---20-litros---0362---cajovil/p,2026-09-19,FALSE,FREIGHT_DIMS_UNKNOWN,
banheira_lisa,00005702,24.08,unit,20,24.08,CONFECCOES EMILIO LTDA,50191584000106,SP,BANHEIRA TRANSLÚCIDA - 20 LITROS # 0858 - CAJOVIL,https://www.emilio.com.br/banheira-translucida---20-litros---0858---cajovil/p,2026-09-19,FALSE,FREIGHT_DIMS_UNKNOWN,
banheira_lisa,00005665,24.10,unit,20,24.10,CONFECCOES EMILIO LTDA,50191584000106,SP,BANHEIRA BABY - 20 LITROS # 0361 - CAJOVIL,https://www.emilio.com.br/banheira-baby---20-litros---0361---cajovil/p,2026-09-19,FALSE,FREIGHT_DIMS_UNKNOWN,
banheira_lisa,1900 1903 858-095,24.96,unit,20,24.96,ONESHOP DISTRIBUIDORA LTDA (Brascol),18483322000102,SP,Banheira Bebê Adoleta Translúcida 20 Litros,https://brascol.com.br/banheira-bebe-adoleta-translucida-20-litros-1349818455/p,2026-09-19,FALSE,FREIGHT_DIMS_UNKNOWN,
banheira_lisa,1900 1903 858-096,24.96,unit,20,24.96,ONESHOP DISTRIBUIDORA LTDA (Brascol),18483322000102,SP,Banheira Bebê Adoleta Translúcida 20 Litros,https://brascol.com.br/banheira-bebe-adoleta-translucida-20-litros-1491533789/p,2026-09-19,FALSE,FREIGHT_DIMS_UNKNOWN,
banheira_lisa,112222,,unit,20,UNVERIFIED,MARTINS COMERCIO E SERVICOS DE DISTRIBUICAO S/A,43214055000107,MG,Banheira Plastica Infantil 20L Verde Cajovil,https://www.martinsatacado.com.br/produto/banheira-plastica-infantil-20l-verde-cajovil-vemkitemba_112222,2026-09-19,FALSE,FREIGHT_DIMS_UNKNOWN,NON-SP: must beat SP by ~6 pts (ICMS/LC123 art.13 par.1 XIII h). Price is login-gated - UNVERIFIED.
banheira_lisa,1900 1903 7040D,41.99,unit,21,41.99,ONESHOP DISTRIBUIDORA LTDA (Brascol),18483322000102,SP,Banheira Plasútil Decorada Dino 21 Litros Azul,https://brascol.com.br/banheira-plasutil-decorada-dino-21-litros-azul-1619744965/p,2026-09-19,FALSE,FREIGHT_DIMS_UNKNOWN,
banheira_lisa,1900 1903 7092A,49.53,unit,21,49.53,ONESHOP DISTRIBUIDORA LTDA (Brascol),18483322000102,SP,Banheira Plasútil Decorada Com Capacidade De 21 Litros Rosa,https://brascol.com.br/banheira-plasutil-decorada-com-capacidade-de-21-litros-rosa-1603013367/p,2026-09-19,FALSE,FREIGHT_DIMS_UNKNOWN,
banheira_lisa,1900 1903 8198,49.53,unit,21,49.53,ONESHOP DISTRIBUIDORA LTDA (Brascol),18483322000102,SP,Banheira Decorada Ursa Menina 21 Litros 14733,https://brascol.com.br/banheira-decorada-ursa-menina-21-litros-14733-1109689051/p,2026-09-19,FALSE,FREIGHT_DIMS_UNKNOWN,
banheira_lisa,00057336,51.51,unit,21,51.51,CONFECCOES EMILIO LTDA,50191584000106,SP,BANHEIRA BICHINHOS - 21LTS # 13391 - PLASUTIL,https://www.emilio.com.br/banheira-bichinhos---21lts---13391---plasutil/p,2026-09-19,FALSE,NONE,"DIMS 21,4 x 48,1 x 76,3 "
banheira_lisa,00057335,51.51,unit,21,51.51,CONFECCOES EMILIO LTDA,50191584000106,SP,BANHEIRA INFANTIL   - 21 LITROS # 13356 - PLASUTIL,https://www.emilio.com.br/banheira-infantil-----21-litros---13356---plasutil/p,2026-09-19,FALSE,FREIGHT_DIMS_UNKNOWN,
banheira_lisa,1900 1903 7946,23.65,unit,22,23.65,ONESHOP DISTRIBUIDORA LTDA (Brascol),18483322000102,SP,Banheira Plastibaby Para Bebê 22 Litros Azul Perolado,https://brascol.com.br/banheira-plastibaby-para-bebe-22-litros-azul-perolado-1147906761/p,2026-09-19,FALSE,FREIGHT_DIMS_UNKNOWN,
banheira_lisa,7896725789473,34.30,unit,22,34.30,LAR & CIA UTILIDADES (lareciautilidades.com.br),UNRESOLVED,SP?,Banheira Bebê 22L Verde Perolado Plastibrasil,https://www.lareciautilidades.com.br/utilidades-domesticas/banheira-infantil/banheira-bebe-22l-verde-perolado-plastibrasil,2026-09-19,FALSE,NONE,"DIMS C68xL42xP18 cm CNPJ not published; UF unresolved via publica.cnpj.ws. Retail, not atacado. Distribution evidence only."
banheira_lisa,00060332,34.67,unit,22,34.67,CONFECCOES EMILIO LTDA,50191584000106,SP,BANHEIRA MAJESTIC - 22 LITROS # 0973 - CAJOVIL,https://www.emilio.com.br/banheira-majestic---22-litros---0973---cajovil/p,2026-09-19,FALSE,FREIGHT_DIMS_UNKNOWN,
